"station","date","year","month","doy","rain","tmax","tmin"
"Dodoma",1980-10-25,1980,10,299,0,23.9,13.4
"Dodoma",1980-10-26,1980,10,300,0,21.2,13.6
"Dodoma",1980-10-27,1980,10,301,0,22.4,16
"Dodoma",1980-10-28,1980,10,302,0,23.9,12.5
"Dodoma",1980-10-29,1980,10,303,0,26.6,11.3
"Dodoma",1980-10-30,1980,10,304,0,24.6,14.6
"Dodoma",1980-10-31,1980,10,305,0,24.9,12.2
"Dodoma",1980-11-01,1980,11,306,0,24.4,13.7
"Dodoma",1980-11-02,1980,11,307,0,23.4,12.6
"Dodoma",1980-11-03,1980,11,308,0,24.8,13.7
"Dodoma",1980-11-04,1980,11,309,0,24.8,12.9
"Dodoma",1980-11-05,1980,11,310,0,27.2,15.8
"Dodoma",1980-11-06,1980,11,311,0,26.2,13.2
"Dodoma",1980-11-07,1980,11,312,0,25.5,16.9
"Dodoma",1980-11-08,1980,11,313,0,23.9,16
"Dodoma",1980-11-09,1980,11,314,0,22,12.7
"Dodoma",1980-11-10,1980,11,315,0,26.1,10.3
"Dodoma",1980-11-11,1980,11,316,0,22.4,12.6
"Dodoma",1980-11-12,1980,11,317,0,23.4,14.3
"Dodoma",1980-11-13,1980,11,318,0,24.8,14.6
"Dodoma",1980-11-14,1980,11,319,0,28,15.3
"Dodoma",1980-11-15,1980,11,320,0,27.7,13.6
"Dodoma",1980-11-16,1980,11,321,0,24,15.4
"Dodoma",1980-11-17,1980,11,322,0,28.1,13.6
"Dodoma",1980-11-18,1980,11,323,0,29.9,14.6
"Dodoma",1980-11-19,1980,11,324,0,24.6,14.2
"Dodoma",1980-11-20,1980,11,325,0,25.4,15.8
"Dodoma",1980-11-21,1980,11,326,0,25.1,14
"Dodoma",1980-11-22,1980,11,327,0,27.3,12.8
"Dodoma",1980-11-23,1980,11,328,0,21.7,18.4
"Dodoma",1980-11-24,1980,11,329,0,24.1,12.2
"Dodoma",1980-11-25,1980,11,330,0,24.5,14.4
"Dodoma",1980-11-26,1980,11,331,0,27.6,12.8
"Dodoma",1980-11-27,1980,11,332,2.4,26.3,14.9
"Dodoma",1980-11-28,1980,11,333,6.7,23.2,15.3
"Dodoma",1980-11-29,1980,11,334,0,24.5,15.7
"Dodoma",1980-11-30,1980,11,335,0,28.5,11.3
"Dodoma",1980-12-01,1980,12,336,NA,24.2,15.8
"Dodoma",1980-12-02,1980,12,337,0,25.7,17.5
"Dodoma",1980-12-03,1980,12,338,0,28.9,13.8
"Dodoma",1980-12-04,1980,12,339,0,26,12.5
"Dodoma",1980-12-05,1980,12,340,0,25.6,12.4
"Dodoma",1980-12-06,1980,12,341,0,23.2,12.4
"Dodoma",1980-12-07,1980,12,342,16.1,26.4,15.3
"Dodoma",1980-12-08,1980,12,343,0,27.9,14.8
"Dodoma",1980-12-09,1980,12,344,0,25.8,10.5
"Dodoma",1980-12-10,1980,12,345,12.3,25,16.5
"Dodoma",1980-12-11,1980,12,346,11.2,24.2,15.4
"Dodoma",1980-12-12,1980,12,347,0,25.2,13.2
"Dodoma",1980-12-13,1980,12,348,0,27.7,16.6
"Dodoma",1980-12-14,1980,12,349,0,25.9,14.9
"Dodoma",1980-12-15,1980,12,350,0,28.3,12.2
"Dodoma",1980-12-16,1980,12,351,0,27.6,13.8
"Dodoma",1980-12-17,1980,12,352,0,25,14.5
"Dodoma",1980-12-18,1980,12,353,9.7,24.6,13.4
"Dodoma",1980-12-19,1980,12,354,6.2,26.4,11.5
"Dodoma",1980-12-20,1980,12,355,0,26.8,13.3
"Dodoma",1980-12-21,1980,12,356,0,23.7,12.8
"Dodoma",1980-12-22,1980,12,357,0,24.3,14.8
"Dodoma",1980-12-23,1980,12,358,0,26.3,15
"Dodoma",1980-12-24,1980,12,359,0,22.3,14.2
"Dodoma",1980-12-25,1980,12,360,0,25.7,16.8
"Dodoma",1980-12-26,1980,12,361,0,28.1,14.5
"Dodoma",1980-12-27,1980,12,362,0,24.5,16.1
"Dodoma",1980-12-28,1980,12,363,5.3,25.3,15.6
"Dodoma",1980-12-29,1980,12,364,0,29,16.4
"Dodoma",1980-12-30,1980,12,365,0,25.7,16.1
"Dodoma",1980-12-31,1980,12,366,0,25.1,14.9
"Dodoma",1981-01-01,1981,1,1,0,24.1,13.9
"Dodoma",1981-01-02,1981,1,2,0,27.9,15.3
"Dodoma",1981-01-03,1981,1,3,2.7,26,14
"Dodoma",1981-01-04,1981,1,4,0.7,27.3,17
"Dodoma",1981-01-05,1981,1,5,7.9,26.2,16.2
"Dodoma",1981-01-06,1981,1,6,6.2,27,18.5
"Dodoma",1981-01-07,1981,1,7,0,28.1,15.3
"Dodoma",1981-01-08,1981,1,8,0.3,24.5,15.2
"Dodoma",1981-01-09,1981,1,9,0,24.2,16
"Dodoma",1981-01-10,1981,1,10,0,26.3,15.4
"Dodoma",1981-01-11,1981,1,11,18.1,25.9,14.2
"Dodoma",1981-01-12,1981,1,12,1,29.5,13.8
"Dodoma",1981-01-13,1981,1,13,1.1,27.3,14.6
"Dodoma",1981-01-14,1981,1,14,0,24.2,14.1
"Dodoma",1981-01-15,1981,1,15,0,24.7,16.8
"Dodoma",1981-01-16,1981,1,16,14.3,27,15.9
"Dodoma",1981-01-17,1981,1,17,1.9,31.9,15.7
"Dodoma",1981-01-18,1981,1,18,2.5,27.3,16.3
"Dodoma",1981-01-19,1981,1,19,0,26.2,16.9
"Dodoma",1981-01-20,1981,1,20,0,27.6,14.3
"Dodoma",1981-01-21,1981,1,21,0.9,26.3,18.2
"Dodoma",1981-01-22,1981,1,22,0,29.7,16.2
"Dodoma",1981-01-23,1981,1,23,17.5,26.8,17.7
"Dodoma",1981-01-24,1981,1,24,1.5,25.9,18
"Dodoma",1981-01-25,1981,1,25,0,27.5,16.9
"Dodoma",1981-01-26,1981,1,26,13.6,27.3,17
"Dodoma",1981-01-27,1981,1,27,0,28.6,16.6
"Dodoma",1981-01-28,1981,1,28,2,29.8,16.8
"Dodoma",1981-01-29,1981,1,29,0,29,19.5
"Dodoma",1981-01-30,1981,1,30,NA,30,14.5
"Dodoma",1981-01-31,1981,1,31,0,27.3,19.1
"Dodoma",1981-02-01,1981,2,32,0,27.1,15.8
"Dodoma",1981-02-02,1981,2,33,8.1,28.4,16.4
"Dodoma",1981-02-03,1981,2,34,0.9,29.3,15.2
"Dodoma",1981-02-04,1981,2,35,0.2,28.1,19.2
"Dodoma",1981-02-05,1981,2,36,1.7,28.6,18.7
"Dodoma",1981-02-06,1981,2,37,0,30.7,17.3
"Dodoma",1981-02-07,1981,2,38,2.1,30.9,15.6
"Dodoma",1981-02-08,1981,2,39,0,31,18.7
"Dodoma",1981-02-09,1981,2,40,19.7,30.3,17.9
"Dodoma",1981-02-10,1981,2,41,0,31.9,17.6
"Dodoma",1981-02-11,1981,2,42,8.3,31,16.2
"Dodoma",1981-02-12,1981,2,43,0.9,29.3,17.2
"Dodoma",1981-02-13,1981,2,44,9.8,32.5,17.9
"Dodoma",1981-02-14,1981,2,45,0.2,29.2,16.7
"Dodoma",1981-02-15,1981,2,46,0,30.7,18.1
"Dodoma",1981-02-16,1981,2,47,10.4,29.9,18.2
"Dodoma",1981-02-17,1981,2,48,0,27.5,16.6
"Dodoma",1981-02-18,1981,2,49,0.3,31,19.6
"Dodoma",1981-02-19,1981,2,50,3.3,27.3,19
"Dodoma",1981-02-20,1981,2,51,2.2,32.9,17.4
"Dodoma",1981-02-21,1981,2,52,0,31.6,18.9
"Dodoma",1981-02-22,1981,2,53,1.9,31.3,16.6
"Dodoma",1981-02-23,1981,2,54,3,30.4,19.4
"Dodoma",1981-02-24,1981,2,55,0,29.5,20.4
"Dodoma",1981-02-25,1981,2,56,8.7,33.5,16.9
"Dodoma",1981-02-26,1981,2,57,0,31.1,17.4
"Dodoma",1981-02-27,1981,2,58,0,34.6,19.8
"Dodoma",1981-02-28,1981,2,59,0,31.8,18.5
"Dodoma",1981-03-01,1981,3,60,3.9,35.4,18.1
"Dodoma",1981-03-02,1981,3,61,0,31.7,19.5
"Dodoma",1981-03-03,1981,3,62,3.7,29.5,19.8
"Dodoma",1981-03-04,1981,3,63,0,34.2,18.1
"Dodoma",1981-03-05,1981,3,64,0,34.3,16.5
"Dodoma",1981-03-06,1981,3,65,0,30.5,20.1
"Dodoma",1981-03-07,1981,3,66,0,31.9,20.6
"Dodoma",1981-03-08,1981,3,67,0,29.9,19.9
"Dodoma",1981-03-09,1981,3,68,0.3,31.5,17.9
"Dodoma",1981-03-10,1981,3,69,0,28.6,20.2
"Dodoma",1981-03-11,1981,3,70,3.6,34.1,20.1
"Dodoma",1981-03-12,1981,3,71,0,34,19.6
"Dodoma",1981-03-13,1981,3,72,NA,29.2,20.9
"Dodoma",1981-03-14,1981,3,73,4.5,32,21.2
"Dodoma",1981-03-15,1981,3,74,0,32.6,18.4
"Dodoma",1981-03-16,1981,3,75,0,31.4,16.9
"Dodoma",1981-03-17,1981,3,76,0,32.4,17.7
"Dodoma",1981-03-18,1981,3,77,0,32.4,19.4
"Dodoma",1981-03-19,1981,3,78,0,33.2,23
"Dodoma",1981-03-20,1981,3,79,0,30.8,19.2
